timestamp,user,device_id,device_type,manufacturer,bytes_written,session_duration,file_types,src_ip,action,result,hour,day_of_week,is_anomaly,anomaly_type
2025-06-09 00:11:28,kavya.reddy,Samsung_USB_Flash_Drive_YPB5XHMW,USB_Flash_Drive,Samsung,869726,1,data,192.168.4.90,write,success,0,0,1,frequent_small
2025-06-09 00:14:35,ananya.nair,Lexar_External_HDD_RLORKNVY,External_HDD,Lexar,280006897,3,documents,192.168.1.183,write,success,0,0,0,normal
2025-06-09 01:06:02,amit.kumar,Seagate_USB_Flash_Drive_9BLAEFFZ,USB_Flash_Drive,Seagate,96012188,1,software,192.168.3.13,write,success,1,0,0,normal
2025-06-09 01:23:29,priya.patel,Western_Digital_External_HDD_41BOZLAL,External_HDD,Western_Digital,9124552738,202,software,192.168.8.11,write,success,1,0,1,high_volume
2025-06-09 02:09:35,kavya.reddy,Western_Digital_Portable_Drive_8VO64CK0,Portable_Drive,Western_Digital,108258343,3,documents,192.168.8.30,write,success,2,0,1,frequent_small
2025-06-09 02:20:51,amit.kumar,Samsung_USB_SSD_54SSZBHJ,USB_SSD,Samsung,208369198,6,mixed,192.168.5.47,write,success,2,0,0,normal
2025-06-09 02:50:48,rajesh.sharma,Samsung_SD_Card_3923OHVT,SD_Card,Samsung,63943313,1,images,192.168.4.90,write,success,2,0,0,normal
2025-06-09 02:59:59,amit.kumar,Western_Digital_USB_Flash_Drive_V6HIKTAY,USB_Flash_Drive,Western_Digital,13596144,1,backup,192.168.5.44,write,success,2,0,0,normal
2025-06-09 03:18:10,vikram.joshi,Seagate_USB_SSD_U1FF79I7,USB_SSD,Seagate,965758926,25,backup,192.168.1.120,read,success,3,0,0,normal
2025-06-09 03:33:55,ananya.nair,Samsung_SD_Card_F6FKDPSW,SD_Card,Samsung,115835936,1,videos,192.168.3.130,write,success,3,0,0,normal
2025-06-09 03:38:27,rajesh.sharma,Samsung_External_HDD_HMVFK9HT,External_HDD,Samsung,1260029001,32,videos,192.168.10.77,write,success,3,0,0,normal
2025-06-09 04:24:19,rajesh.sharma,Western_Digital_External_HDD_YFHYI0G9,External_HDD,Western_Digital,213946280,5,backup,192.168.8.70,read,success,4,0,0,normal
2025-06-09 04:32:22,ravi.mehta,Western_Digital_USB_Flash_Drive_LGD1S614,USB_Flash_Drive,Western_Digital,142208429,3,software,192.168.10.164,write,success,4,0,1,moderate
2025-06-09 04:35:17,amit.kumar,Western_Digital_USB_Flash_Drive_9KGYIHOZ,USB_Flash_Drive,Western_Digital,4004155,1,videos,192.168.3.32,write,success,4,0,0,normal
2025-06-09 05:00:09,sneha.agarwal,PNY_USB_SSD_2OD29E9U,USB_SSD,PNY,1041984691,30,software,192.168.8.44,write,success,5,0,0,normal
2025-06-09 05:23:27,sneha.agarwal,SanDisk_USB_SSD_I5LNANWY,USB_SSD,SanDisk,1701557922,47,videos,192.168.5.168,write,success,5,0,1,moderate
2025-06-09 05:57:54,amit.kumar,Samsung_Portable_Drive_C6D5O8HM,Portable_Drive,Samsung,945885794,23,data,192.168.10.114,write,success,5,0,0,normal
2025-06-09 06:48:28,amit.kumar,Samsung_USB_SSD_Y3MTNF8G,USB_SSD,Samsung,784258105,15,mixed,192.168.3.81,read,success,6,0,0,normal
2025-06-09 08:10:50,amit.kumar,Kingston_USB_SSD_VFX0H8ZG,USB_SSD,Kingston,595110915,11,documents,192.168.9.84,write,success,8,0,0,normal
2025-06-09 08:11:53,priya.patel,Kingston_USB_SSD_F1G3NZ7E,USB_SSD,Kingston,1029064053,7,backup,192.168.3.185,write,success,8,0,0,normal
2025-06-09 08:34:43,sneha.agarwal,Lexar_USB_Flash_Drive_BIRELPWQ,USB_Flash_Drive,Lexar,25983822,1,data,192.168.2.23,write,success,8,0,0,normal
2025-06-09 08:44:01,amit.kumar,SanDisk_SD_Card_O58OVD3Q,SD_Card,SanDisk,56154409,1,mixed,192.168.2.177,read,failure,8,0,0,normal
2025-06-09 08:54:05,vikram.joshi,Samsung_USB_SSD_7QEL3FLO,USB_SSD,Samsung,805220985,27,software,192.168.8.36,read,success,8,0,0,normal
2025-06-09 08:59:48,arjun.singh,Samsung_External_HDD_61N57STM,External_HDD,Samsung,808204996,25,software,192.168.8.166,write,success,8,0,0,normal
2025-06-09 09:28:19,rajesh.sharma,Western_Digital_USB_Flash_Drive_4N5M1E6M,USB_Flash_Drive,Western_Digital,13233189,1,documents,192.168.9.68,write,success,9,0,0,normal
2025-06-09 09:59:20,arjun.singh,Lexar_Portable_Drive_KIBGMDOJ,Portable_Drive,Lexar,2048483846,14,videos,192.168.3.166,write,success,9,0,0,normal
2025-06-09 10:05:16,sneha.agarwal,SanDisk_SD_Card_OZ6G6QXJ,SD_Card,SanDisk,58864331,1,data,192.168.8.78,write,success,10,0,0,normal
2025-06-09 10:05:49,vikram.joshi,Samsung_SD_Card_L8T1F4HH,SD_Card,Samsung,5396519,1,backup,192.168.1.75,write,success,10,0,0,normal
2025-06-09 10:14:22,ananya.nair,Seagate_USB_SSD_A3QAELRT,USB_SSD,Seagate,85172423,1,images,192.168.4.95,write,success,10,0,0,normal
2025-06-09 10:18:37,sneha.agarwal,Samsung_SD_Card_HEZ5J0LR,SD_Card,Samsung,99311406,2,software,192.168.5.59,write,success,10,0,0,normal
2025-06-09 10:28:56,rohit.gupta,Samsung_SD_Card_EQOKP585,SD_Card,Samsung,102415928,3,images,192.168.8.198,write,success,10,0,0,normal
2025-06-09 10:30:46,kavya.reddy,Seagate_SD_Card_PM9NF8MO,SD_Card,Seagate,172334509,3,videos,192.168.8.153,write,success,10,0,0,normal
2025-06-09 10:35:10,vikram.joshi,Seagate_External_HDD_N8EQYGQU,External_HDD,Seagate,1261797969,45,software,192.168.8.100,write,success,10,0,0,normal
2025-06-09 10:39:20,ananya.nair,Samsung_USB_SSD_0YPK3546,USB_SSD,Samsung,730832964,20,backup,192.168.8.200,write,success,10,0,0,normal
2025-06-09 10:43:11,rajesh.sharma,SanDisk_USB_SSD_W68RAMQJ,USB_SSD,SanDisk,257913057,8,software,192.168.3.196,write,success,10,0,0,normal
2025-06-09 10:47:30,rajesh.sharma,PNY_USB_Flash_Drive_61V0W3SM,USB_Flash_Drive,PNY,63356128,1,images,192.168.1.130,write,success,10,0,0,normal
2025-06-09 11:00:53,sneha.agarwal,SanDisk_External_HDD_YD2ZKYT7,External_HDD,SanDisk,1105017613,32,software,192.168.6.177,write,failure,11,0,0,normal
2025-06-09 11:16:27,amit.kumar,Kingston_USB_SSD_VFX0H8ZG,USB_SSD,Kingston,320281197,7,software,192.168.10.117,write,success,11,0,0,normal
2025-06-09 11:40:08,kavya.reddy,PNY_External_HDD_EIUJ95WL,External_HDD,PNY,1001488317,7,data,192.168.10.139,write,success,11,0,0,normal
2025-06-09 11:41:17,rohit.gupta,Kingston_External_HDD_RHM6GSDW,External_HDD,Kingston,1093834713,34,mixed,192.168.2.55,write,success,11,0,0,normal
2025-06-09 11:46:47,kavya.reddy,PNY_External_HDD_8KO0W5MP,External_HDD,PNY,1059290770,34,videos,192.168.1.120,write,success,11,0,0,normal
2025-06-09 11:52:32,amit.kumar,PNY_External_HDD_WCH2773H,External_HDD,PNY,4116491691,112,backup,192.168.8.86,write,success,11,0,1,moderate
2025-06-09 11:53:49,sneha.agarwal,PNY_External_HDD_X6QYVPNF,External_HDD,PNY,1404283726,51,software,192.168.7.155,read,success,11,0,0,normal
2025-06-09 12:15:29,rohit.gupta,Lexar_SD_Card_CDL2WVB4,SD_Card,Lexar,100512336,3,mixed,192.168.5.27,read,success,12,0,0,normal
2025-06-09 12:49:20,arjun.singh,Western_Digital_USB_Flash_Drive_MJ1FLDM3,USB_Flash_Drive,Western_Digital,103546554,1,videos,192.168.5.94,write,success,12,0,0,normal
2025-06-09 13:10:37,ananya.nair,PNY_External_HDD_3VQ4MBGR,External_HDD,PNY,485213866,2,backup,192.168.1.30,write,success,13,0,0,normal
2025-06-09 13:12:37,amit.kumar,Western_Digital_USB_SSD_3DQ9WORS,USB_SSD,Western_Digital,501814304,17,mixed,192.168.1.101,write,success,13,0,0,normal
2025-06-09 13:17:21,amit.kumar,Western_Digital_USB_Flash_Drive_CVRT4Z5S,USB_Flash_Drive,Western_Digital,8973112,1,backup,192.168.3.63,write,failure,13,0,0,normal
2025-06-09 13:26:49,rohit.gupta,Seagate_Portable_Drive_OSNNEYM9,Portable_Drive,Seagate,2574224840,35,data,192.168.6.193,write,success,13,0,0,normal
2025-06-09 13:43:45,ravi.mehta,Western_Digital_USB_Flash_Drive_0IH4SYFP,USB_Flash_Drive,Western_Digital,20858904,1,mixed,192.168.10.104,write,success,13,0,0,normal
2025-06-09 13:47:22,kavya.reddy,PNY_SD_Card_SG5JGZLF,SD_Card,PNY,1556667700,9,mixed,192.168.9.183,write,success,13,0,1,high_volume
2025-06-09 13:48:03,rohit.gupta,Kingston_External_HDD_RHM6GSDW,External_HDD,Kingston,326983715,6,data,192.168.3.145,write,success,13,0,0,normal
2025-06-09 13:48:17,arjun.singh,Western_Digital_Portable_Drive_7VI2UAG8,Portable_Drive,Western_Digital,1960525675,26,mixed,192.168.10.56,write,success,13,0,0,normal
2025-06-09 14:05:32,rajesh.sharma,Samsung_External_HDD_0CV983IH,External_HDD,Samsung,1753336108,44,backup,192.168.10.16,write,success,14,0,0,normal
2025-06-09 14:07:00,ananya.nair,PNY_Portable_Drive_MFGVPD4I,Portable_Drive,PNY,1506275513,46,mixed,192.168.2.106,read,success,14,0,0,normal
2025-06-09 14:14:15,arjun.singh,Western_Digital_USB_Flash_Drive_94MIJY5U,USB_Flash_Drive,Western_Digital,17455721,1,mixed,192.168.10.170,write,success,14,0,0,normal
2025-06-09 14:17:32,amit.kumar,Western_Digital_SD_Card_V7GQ0GGD,SD_Card,Western_Digital,106115038,1,videos,192.168.6.145,read,success,14,0,0,normal
2025-06-09 14:19:17,rajesh.sharma,SanDisk_USB_SSD_HJZGQ46E,USB_SSD,SanDisk,663224631,12,backup,192.168.5.119,write,success,14,0,0,normal
2025-06-09 14:27:41,priya.patel,Samsung_External_HDD_3ETVSV22,External_HDD,Samsung,397367916,10,mixed,192.168.4.68,write,success,14,0,0,normal
2025-06-09 15:12:32,kavya.reddy,Samsung_USB_Flash_Drive_YPB5XHMW,USB_Flash_Drive,Samsung,27871996,1,software,192.168.2.168,write,success,15,0,0,normal
2025-06-09 15:26:32,arjun.singh,PNY_Portable_Drive_MQECYRCD,Portable_Drive,PNY,1942873000,14,backup,192.168.6.176,write,success,15,0,0,normal
2025-06-09 15:57:11,kavya.reddy,Seagate_External_HDD_VSXPG112,External_HDD,Seagate,13489046964,89,software,192.168.7.11,write,success,15,0,1,high_volume
2025-06-09 16:10:07,arjun.singh,Lexar_External_HDD_IYXKK5SX,External_HDD,Lexar,340464470,6,videos,192.168.10.115,write,success,16,0,0,normal
2025-06-09 16:14:14,vikram.joshi,Western_Digital_Portable_Drive_ILNONRND,Portable_Drive,Western_Digital,1321899336,33,videos,192.168.2.161,write,success,16,0,0,normal
2025-06-09 16:46:05,amit.kumar,SanDisk_USB_Flash_Drive_GUP4L30M,USB_Flash_Drive,SanDisk,75346251,1,mixed,192.168.6.42,read,success,16,0,0,normal
2025-06-09 16:50:33,vikram.joshi,Seagate_External_HDD_LGXP6892,External_HDD,Seagate,1550546338,50,data,192.168.2.21,read,success,16,0,0,normal
2025-06-09 17:07:56,ananya.nair,SanDisk_USB_Flash_Drive_AU2VISPS,USB_Flash_Drive,SanDisk,17286864,1,mixed,192.168.8.105,write,success,17,0,0,normal
2025-06-09 17:19:18,priya.patel,Western_Digital_SD_Card_7DF813XL,SD_Card,Western_Digital,117689632,1,backup,192.168.4.164,write,failure,17,0,0,normal
2025-06-09 18:28:06,kavya.reddy,PNY_USB_SSD_3JE06QA5,USB_SSD,PNY,1911699077,39,data,192.168.7.185,read,success,18,0,1,moderate
2025-06-09 18:33:55,ananya.nair,Kingston_USB_Flash_Drive_9Q3D8KAD,USB_Flash_Drive,Kingston,60624936,1,mixed,192.168.9.26,write,success,18,0,0,normal
2025-06-09 19:04:55,ananya.nair,Samsung_External_HDD_56SQQV5P,External_HDD,Samsung,8284448041,305,software,192.168.3.43,write,success,19,0,1,high_volume
2025-06-09 20:09:33,kavya.reddy,Kingston_USB_Flash_Drive_K47FSAWG,USB_Flash_Drive,Kingston,582479977,21,documents,192.168.4.124,write,success,20,0,1,high_volume
2025-06-09 20:47:01,priya.patel,PNY_USB_Flash_Drive_K5LHGMEF,USB_Flash_Drive,PNY,8825770,1,data,192.168.4.42,write,success,20,0,0,normal
2025-06-09 20:57:56,ananya.nair,PNY_USB_Flash_Drive_G39BJEE1,USB_Flash_Drive,PNY,62052327,2,software,192.168.2.67,write,success,20,0,0,normal
2025-06-09 21:12:27,kavya.reddy,Lexar_USB_SSD_KD1A4WF1,USB_SSD,Lexar,2853945579,34,images,192.168.7.77,write,failure,21,0,1,high_volume
2025-06-09 21:32:34,kavya.reddy,Seagate_USB_Flash_Drive_AC6BN32C,USB_Flash_Drive,Seagate,108563704,1,data,192.168.2.87,write,failure,21,0,1,moderate
2025-06-09 22:14:39,kavya.reddy,SanDisk_USB_SSD_2OBYFTUS,USB_SSD,SanDisk,1458018367,7,software,192.168.2.184,write,success,22,0,1,moderate
2025-06-09 23:22:31,sneha.agarwal,PNY_USB_SSD_GK7N5PTQ,USB_SSD,PNY,99048458,1,videos,192.168.9.121,write,failure,23,0,0,normal
